video_id,gloss,signer_id,split,frame_start,frame_end,source,url,path,file_exists,readable,fps,num_frames,width,height,duration,error
00433,above,10,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/24/24014.mp4,raw/videos/00433.mp4,True,True,29.97,80,288,192,2.6693360026693362,
00434,above,16,test,1,-1,aslpro,http://www.aslpro.com/main/a/above_2.swf,raw/videos/00434.mp4,False,False,,,,,,missing_file
00435,above,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/above.mp4,raw/videos/00435.mp4,True,True,30.264120236472905,103,720,400,3.4033700367033703,
00581,accent,9,test,291,343,asl5200,https://www.youtube.com/watch?v=jPn0FQxkdBc,raw/videos/00581.mp4,False,False,,,,,,missing_file
00583,accent,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Accent%202-SaseF7Kb1VE.mp4,raw/videos/00583.mp4,True,True,29.97002997002997,38,1920,1080,1.2679333333333334,
00584,accent,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Accent%20tap-SJfyDBBgvHw.mp4,raw/videos/00584.mp4,True,True,29.97002997002997,42,1920,1080,1.4014,
00585,accent,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Accent-4yL_X6-VnxY.mp4,raw/videos/00585.mp4,True,True,29.97002997002997,38,1920,1080,1.2679333333333334,
00586,accent,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Neck%2C%20Accent-C_WHcKeM4Uo.mp4,raw/videos/00586.mp4,True,True,29.97002997002997,39,1920,1080,1.3013000000000001,
00587,accent,14,train,1,-1,handspeak,https://www.handspeak.com/word/a/accent.mp4,raw/videos/00587.mp4,False,False,,,,,,missing_file
00588,accept,9,train,344,373,asl5200,https://www.youtube.com/watch?v=jPn0FQxkdBc,raw/videos/00588.mp4,False,False,,,,,,missing_file
00592,accept,26,val,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/93181.mp4,raw/videos/00592.mp4,True,True,25.0,125,320,240,5.0,
00593,accept,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Accept%202-LOz335nlcgQ.mp4,raw/videos/00593.mp4,True,True,23.976023976023978,28,1920,1080,1.1678333333333333,
00594,accept,6,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Accept-9OLma1nQgQA.mp4,raw/videos/00594.mp4,True,True,29.97002997002997,36,1920,1080,1.2012,
00597,accept,13,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466168000.804.mp4,raw/videos/00597.mp4,True,True,30.002343933119775,128,640,480,4.266333333333334,
00598,accept,20,train,1,-1,handspeak,https://www.handspeak.com/word/a/accept.mp4,raw/videos/00598.mp4,False,False,,,,,,missing_file
00599,accept,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6853.mp4,raw/videos/00599.mp4,True,True,29.97,40,288,192,1.3346680013346681,
00600,accept,11,val,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6854.mp4,raw/videos/00600.mp4,True,True,29.97,30,288,192,1.001001001001001,
00601,accept,5,test,1,-1,aslu,https://www.youtube.com/watch?v=SIIsK0AV2iw,raw/videos/00601.mp4,False,False,,,,,,missing_file
00602,accept,16,test,1,-1,aslpro,http://www.aslpro.com/main/a/accept.swf,raw/videos/00602.mp4,False,False,,,,,,missing_file
00603,accept,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/accept.mp4,raw/videos/00603.mp4,True,True,30.327146751747044,85,720,400,2.8027694361027695,
00618,accident,9,train,374,400,asl5200,https://www.youtube.com/watch?v=jPn0FQxkdBc,raw/videos/00618.mp4,False,False,,,,,,missing_file
00623,accident,26,train,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/118182.mp4,raw/videos/00623.mp4,True,True,25.0,104,320,240,4.16,
00624,accident,29,train,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/72311.mp4,raw/videos/00624.mp4,True,True,29.97,109,320,240,3.6369703036369705,
00625,accident,6,test,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Accident%2C%20Accidentally-0F9FseAyJb4.mp4,raw/videos/00625.mp4,True,True,23.976117906085705,34,1920,1080,1.4180777777777778,
00626,accident,32,val,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Car%20Accident-lEGmzocv1g4.mp4,raw/videos/00626.mp4,True,True,23.976023976023978,44,1920,1080,1.8351666666666666,
00627,accident,6,val,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Oops%2C%20Accident%202-QRE4kaRRdnQ.mp4,raw/videos/00627.mp4,True,True,29.97002997002997,31,1920,1080,1.0343666666666667,
00628,accident,6,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Oops%2C%20Accident-CUc50MMnZ1g.mp4,raw/videos/00628.mp4,True,True,29.97002997002997,35,1920,1080,1.1678333333333333,
00629,accident,13,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466168079.5866.mp4,raw/videos/00629.mp4,True,True,30.00201355795691,149,640,480,4.966333333333333,
00630,accident,20,train,1,-1,handspeak,https://www.handspeak.com/word/a/accident.mp4,raw/videos/00630.mp4,False,False,,,,,,missing_file
00631,accident,10,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/24/24332.mp4,raw/videos/00631.mp4,True,True,29.97,76,288,192,2.5358692025358693,
00632,accident,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/5/5277.mp4,raw/videos/00632.mp4,True,True,29.97,55,288,192,1.8351685018351687,
00633,accident,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6969.mp4,raw/videos/00633.mp4,True,True,29.97,26,288,192,0.8675342008675342,
00634,accident,11,test,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/7/7493.mp4,raw/videos/00634.mp4,True,True,29.97,41,288,192,1.3680347013680347,
00635,accident,5,test,1,-1,aslu,https://www.youtube.com/watch?v=SvF0j4h-3uE,raw/videos/00635.mp4,False,False,,,,,,missing_file
00636,accident,18,train,1,-1,aslpro,http://www.aslpro.com//main/a/accident_1car.swf,raw/videos/00636.mp4,False,False,,,,,,missing_file
00638,accident,18,train,1,-1,aslpro,http://www.aslpro.com/main/a/accident_3.swf,raw/videos/00638.mp4,False,False,,,,,,missing_file
00639,accident,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/accident.mp4,raw/videos/00639.mp4,True,True,30.258464023692536,105,720,400,3.4701034367701036,
00662,accomplish,9,train,401,453,asl5200,https://www.youtube.com/watch?v=jPn0FQxkdBc,raw/videos/00662.mp4,False,False,,,,,,missing_file
00663,accomplish,26,train,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/91344.mp4,raw/videos/00663.mp4,True,True,25.0,117,320,240,4.68,
00664,accomplish,13,val,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466168726.3925.mp4,raw/videos/00664.mp4,True,True,30.002521220270612,119,640,480,3.966333333333333,
00665,accomplish,14,val,1,-1,handspeak,https://www.handspeak.com/word/a/accomplish.mp4,raw/videos/00665.mp4,False,False,,,,,,missing_file
00666,accomplish,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/5/5564.mp4,raw/videos/00666.mp4,True,True,30.0,36,288,192,1.2,
00667,accomplish,24,test,1,-1,aslpro,http://www.aslpro.com/main/a/accomplish.swf,raw/videos/00667.mp4,False,False,,,,,,missing_file
00668,accomplish,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/accomplish.mp4,raw/videos/00668.mp4,True,True,30.354619931024757,79,720,400,2.6025692359025694,
00689,accountant,36,test,1,-1,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/accountant.mp4,raw/videos/00689.mp4,True,True,29.97,88,736,414,2.9362696029362696,
00690,accountant,13,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466168486.8437.mp4,raw/videos/00690.mp4,True,True,30.00223897305769,134,640,480,4.466333333333334,
00691,accountant,20,train,1,-1,handspeak,https://www.handspeak.com/word/a/accountant.mp4,raw/videos/00691.mp4,False,False,,,,,,missing_file
00692,accountant,11,val,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/5/5836.mp4,raw/videos/00692.mp4,True,True,29.97,66,288,192,2.2022022022022023,
00693,accountant,18,train,1,-1,aslpro,http://www.aslpro.com/main/a/accountant.swf,raw/videos/00693.mp4,False,False,,,,,,missing_file
00694,accountant,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/accountant.mp4,raw/videos/00694.mp4,True,True,30.258464023692536,105,720,400,3.4701034367701036,
00829,across,9,train,454,506,asl5200,https://www.youtube.com/watch?v=jPn0FQxkdBc,raw/videos/00829.mp4,False,False,,,,,,missing_file
00832,across,2,val,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/307861.mp4,raw/videos/00832.mp4,True,True,50.0,141,320,240,2.82,
00834,across,38,val,1,-1,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/across.mp4,raw/videos/00834.mp4,True,True,29.97002997002997,89,1280,720,2.9696333333333333,
00835,across,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Across%2C%20After-45sHKp00VF8.mp4,raw/videos/00835.mp4,True,True,29.97002997002997,44,1920,1080,1.4681333333333333,
00836,across,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Across-WW0e9kxBLH8.mp4,raw/videos/00836.mp4,True,True,29.97002997002997,42,1920,1080,1.4014,
00838,across,20,test,1,-1,handspeak,https://www.handspeak.com/word/a/across.mp4,raw/videos/00838.mp4,False,False,,,,,,missing_file
00839,across,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/9/9396.mp4,raw/videos/00839.mp4,True,True,29.97,52,288,192,1.7350684017350684,
00840,across,5,train,1,-1,aslu,https://www.youtube.com/watch?v=k1Fel03G3bo,raw/videos/00840.mp4,False,False,,,,,,missing_file
00841,across,16,train,1,-1,aslpro,http://www.aslpro.com/main/a/across.swf,raw/videos/00841.mp4,False,False,,,,,,missing_file
00842,across,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/across.mp4,raw/videos/00842.mp4,True,True,30.31091262400709,89,720,400,2.936236236236236,
00846,act,39,val,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Performance%2C%20Play%2C%20Act%2C%20Drama-VWgTHdFGC7g.mp4,raw/videos/00846.mp4,True,True,29.97002997002997,40,1920,1080,1.3346666666666667,
00847,act,13,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466168888.1537.mp4,raw/videos/00847.mp4,True,True,29.99736865187264,114,640,480,3.8003333333333336,
00849,act,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6372.mp4,raw/videos/00849.mp4,True,True,29.97,87,288,192,2.902902902902903,
00850,act,16,train,1,-1,aslpro,http://www.aslpro.com/main/a/act.swf,raw/videos/00850.mp4,False,False,,,,,,missing_file
00851,act,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/act.mp4,raw/videos/00851.mp4,True,True,30.359615059935845,78,720,400,2.5692025358692026,
00853,action,,test,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/69323.mp4,raw/videos/00853.mp4,True,True,25.0,84,320,240,3.36,
00854,action,13,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466169174.1334.mp4,raw/videos/00854.mp4,True,True,29.997222479400055,108,640,480,3.6003333333333334,
00855,action,10,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22788.mp4,raw/videos/00855.mp4,True,True,29.97,66,288,192,2.2022022022022023,
00856,action,10,val,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23878.mp4,raw/videos/00856.mp4,True,True,29.97,49,288,192,1.6349683016349683,
00857,action,5,train,1,-1,aslu,https://www.youtube.com/watch?v=NX-tvMEUoH8,raw/videos/00857.mp4,False,False,,,,,,missing_file
00858,action,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/action.mp4,raw/videos/00858.mp4,True,True,30.27303306094001,100,720,400,3.30326993660327,
00867,active,9,val,507,553,asl5200,https://www.youtube.com/watch?v=jPn0FQxkdBc,raw/videos/00867.mp4,False,False,,,,,,missing_file
00868,active,26,test,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/118323.mp4,raw/videos/00868.mp4,True,True,25.0,70,320,240,2.8,
00869,active,13,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466168964.9213.mp4,raw/videos/00869.mp4,True,True,30.0,121,640,480,4.033333333333333,
00870,active,20,train,1,-1,handspeak,https://www.handspeak.com/word/a/active.mp4,raw/videos/00870.mp4,False,False,,,,,,missing_file
00871,active,10,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22787.mp4,raw/videos/00871.mp4,True,True,29.97,57,288,192,1.901901901901902,
00872,active,10,val,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22788.mp4,raw/videos/00872.mp4,True,True,29.97,66,288,192,2.2022022022022023,
00873,active,5,train,1,-1,aslu,https://www.youtube.com/watch?v=8ZBfz7-5w54,raw/videos/00873.mp4,False,False,,,,,,missing_file
00874,active,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/active.mp4,raw/videos/00874.mp4,True,True,30.296090174893205,93,720,400,3.069703036369703,
00886,activity,9,val,554,610,asl5200,https://www.youtube.com/watch?v=jPn0FQxkdBc,raw/videos/00886.mp4,False,False,,,,,,missing_file
00890,activity,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Acting%2C%20Activity%2C%20Perform-6FybTiA7Yc8.mp4,raw/videos/00890.mp4,True,True,23.976023976023978,32,1920,1080,1.3346666666666667,
00891,activity,13,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466169174.1334.mp4,raw/videos/00891.mp4,True,True,29.997222479400055,108,640,480,3.6003333333333334,
00892,activity,15,val,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1522767771.5244.mp4,raw/videos/00892.mp4,True,True,30.0,65,640,480,2.1666666666666665,
00893,activity,14,train,1,-1,handspeak,https://www.handspeak.com/word/a/activity.mp4,raw/videos/00893.mp4,False,False,,,,,,missing_file
00894,activity,10,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22788.mp4,raw/videos/00894.mp4,True,True,29.97,66,288,192,2.2022022022022023,
00897,actor,9,train,611,673,asl5200,https://www.youtube.com/watch?v=jPn0FQxkdBc,raw/videos/00897.mp4,False,False,,,,,,missing_file
00898,actor,2,val,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/118328.mp4,raw/videos/00898.mp4,True,True,25.0,69,320,240,2.76,
00899,actor,36,train,1,-1,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/actor.mp4,raw/videos/00899.mp4,True,True,29.97,90,736,414,3.0030030030030033,
00900,actor,13,val,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466169278.9318.mp4,raw/videos/00900.mp4,True,True,30.002098048814602,143,640,480,4.766333333333334,
00901,actor,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/14/14059.mp4,raw/videos/00901.mp4,True,True,29.97,66,288,192,2.2022022022022023,
00902,actor,5,train,1,-1,aslu,https://www.youtube.com/watch?v=PKC2XAMJN5Q,raw/videos/00902.mp4,False,False,,,,,,missing_file
00903,actor,18,test,1,-1,aslpro,http://www.aslpro.com//main/a/actor.swf,raw/videos/00903.mp4,False,False,,,,,,missing_file
00904,actor,12,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/actor.mp4,raw/videos/00904.mp4,True,True,30.237859266600594,113,720,400,3.737037037037037,
00943,adapt,19,test,1,-1,elementalasl,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/adaption.mov,raw/videos/00943.mp4,True,True,24.0,133,320,180,5.541666666666667,
00944,adapt,2,val,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/93182.mp4,raw/videos/00944.mp4,True,True,25.0,114,320,240,4.56,
00946,adapt,31,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Change-f_fl73dep8U.mp4,raw/videos/00946.mp4,True,True,23.976189163864852,29,1920,1080,1.2095333333333333,
00947,adapt,15,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466902988.9021.mp4,raw/videos/00947.mp4,True,True,29.996296753487226,81,640,480,2.700333333333333,
00949,adapt,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/14/14623.mp4,raw/videos/00949.mp4,True,True,29.97,52,288,192,1.7350684017350684,
00950,adapt,24,train,1,-1,aslpro,http://www.aslpro.com/main/a/adapt.swf,raw/videos/00950.mp4,False,False,,,,,,missing_file
00951,adapt,41,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/adapt.mp4,raw/videos/00951.mp4,True,True,30.296090174893205,93,720,400,3.069703036369703,
00961,add,26,val,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/109513.mp4,raw/videos/00961.mp4,True,True,25.0,114,320,240,4.56,
00962,add,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Add%202--PWfHNQJzQ8.mp4,raw/videos/00962.mp4,True,True,29.97002997002997,43,1920,1080,1.4347666666666667,
00963,add,32,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Add%2C%20Combine-vT5ZZyUmDrI.mp4,raw/videos/00963.mp4,True,True,23.976153447382064,37,1920,1080,1.5432,
00964,add,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Add-JLMkC-sknAo.mp4,raw/videos/00964.mp4,True,True,29.97002997002997,47,1920,1080,1.5682333333333334,
00965,add,13,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466169739.730.mp4,raw/videos/00965.mp4,True,True,30.0,124,640,480,4.133333333333334,
00966,add,20,val,1,-1,handspeak,https://www.handspeak.com/word/a/add.mp4,raw/videos/00966.mp4,False,False,,,,,,missing_file
00967,add,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6473.mp4,raw/videos/00967.mp4,True,True,29.97,27,288,192,0.9009009009009009,
00972,add,16,train,1,-1,aslpro,http://www.aslpro.com/main/a/add.swf,raw/videos/00972.mp4,False,False,,,,,,missing_file
00973,add,41,test,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/add.mp4,raw/videos/00973.mp4,True,True,30.270002700027,101,720,400,3.3366366366366367,
01011,address,42,val,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/399293.mp4,raw/videos/01011.mp4,True,True,29.97002997002997,88,320,240,2.9362666666666666,
01012,address,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Survive%2C%20Address%202-lSA811pWIeg.mp4,raw/videos/01012.mp4,True,True,23.976069599104893,35,1920,1080,1.459788888888889,
01016,address,20,test,1,-1,handspeak,https://www.handspeak.com/word/a/address.mp4,raw/videos/01016.mp4,False,False,,,,,,missing_file
01018,address,10,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22170.mp4,raw/videos/01018.mp4,True,True,29.97,43,288,192,1.4347681014347682,
01020,address,5,train,1,-1,aslu,https://www.youtube.com/watch?v=jJ7aBDd_TvI,raw/videos/01020.mp4,False,False,,,,,,missing_file
01021,address,25,val,1,-1,aslpro,http://www.aslpro.com/main/a/address.swf,raw/videos/01021.mp4,False,False,,,,,,missing_file
01024,address,41,train,1,-1,aslsearch,http://www.aslsearch.com/signs/videos/address.mp4,raw/videos/01024.mp4,True,True,30.303336703741152,91,720,400,3.0029696363029696,
01062,adjective,9,test,674,739,asl5200,https://www.youtube.com/watch?v=jPn0FQxkdBc,raw/videos/01062.mp4,False,False,,,,,,missing_file
01064,adjective,2,val,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/118339.mp4,raw/videos/01064.mp4,True,True,25.0,82,320,240,3.28,
01065,adjective,4,train,1,-1,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Adjective%2C%20Adjourn-Eu8W3GPjUz0.mp4,raw/videos/01065.mp4,True,True,23.976117906085705,34,1920,1080,1.4180777777777778,
01066,adjective,13,train,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466170086.8885.mp4,raw/videos/01066.mp4,True,True,30.0,181,640,480,6.033333333333333,
01067,adjective,20,train,1,-1,handspeak,https://www.handspeak.com/word/a/adjective.mp4,raw/videos/01067.mp4,False,False,,,,,,missing_file
01068,adjective,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/8/8657.mp4,raw/videos/01068.mp4,True,True,29.97,51,288,192,1.7017017017017018,
01069,adjective,30,train,1,-1,aslpro,http://www.aslpro.com/main/a/adjective.swf,raw/videos/01069.mp4,False,False,,,,,,missing_file
01073,adjust,29,test,1,-1,spreadthesign,https://media.spreadthesign.com/video/mp4/13/72312.mp4,raw/videos/01073.mp4,True,True,29.97,94,320,240,3.1364698031364697,
01074,adjust,15,val,1,-1,asldeafined,https://media.asldeafined.com/vocabulary/1466729718.948.mp4,raw/videos/01074.mp4,True,True,29.996970003029997,99,640,480,3.3003333333333336,
01075,adjust,20,train,1,-1,handspeak,https://www.handspeak.com/word/a/adjust.mp4,raw/videos/01075.mp4,False,False,,,,,,missing_file
01076,adjust,11,train,1,-1,signingsavvy,https://www.signingsavvy.com/signs/mp4/14/14623.mp4,raw/videos/01076.mp4,True,True,29.97,52,288,192,1.7350684017350684,
01077,adjust,5,train,1,-1,aslu,https://www.youtube.com/watch?v=dg7wOCPcHOw,raw/videos/01077.mp4,False,False,,,,,,missing_file
01078,adjust,30,train,1,-1,aslpro,http://www.aslpro.com/main/a/adjust.swf,raw/videos/01078.mp4,False,False,,,,,,missing_file
