video_id,gloss,label,split
08917,candy,8,train
08919,candy,8,train
08920,candy,8,train
08921,candy,8,train
08924,candy,8,train
08935,can,35,train
08936,can,35,train
08937,can,35,train
08938,can,35,train
08942,can,35,train
08944,can,35,train
08955,can,35,train
09181,careful,189,train
09182,careful,189,train
09186,careful,189,train
09457,catch,265,train
09458,catch,265,train
09459,catch,265,train
09461,catch,265,train
09467,catch,265,train
09473,catch,265,train
09526,cat,108,train
09528,cat,108,train
09533,cat,108,train
09538,cat,108,train
09721,center,190,train
09722,center,190,train
09723,center,190,train
09726,center,190,train
09732,center,190,train
09775,cereal,266,train
09776,cereal,266,train
09781,cereal,266,train
09786,cereal,266,train
09848,chair,4,train
09849,chair,4,train
09850,chair,4,train
09869,chair,4,train
09918,champion,267,train
09919,champion,267,train
09920,champion,267,train
09921,champion,267,train
09924,champion,267,train
09926,champion,267,train
09949,change,54,train
09953,change,54,train
09954,change,54,train
09956,change,54,train
09960,change,54,train
09963,change,54,train
09966,change,54,train
09967,change,54,train
09970,change,54,train
10105,chat,191,train
10106,chat,191,train
10107,chat,191,train
10109,chat,191,train
10112,chat,191,train
10147,cheat,81,train
10148,cheat,81,train
10149,cheat,81,train
10157,cheat,81,train
10158,cheat,81,train
10166,cheat,81,train
10183,check,109,train
10184,check,109,train
10185,check,109,train
10187,check,109,train
10190,check,109,train
10197,check,109,train
10199,check,109,train
10266,cheese,268,train
10267,cheese,268,train
10271,cheese,268,train
10275,cheese,268,train
10461,children,192,train
10462,children,192,train
10464,children,192,train
10467,children,192,train
10474,children,192,train
10703,christmas,193,train
10705,christmas,193,train
10711,christmas,193,train
10715,christmas,193,train
10892,city,82,train
10893,city,82,train
10894,city,82,train
10895,city,82,train
10967,class,110,train
10968,class,110,train
10969,class,110,train
10970,class,110,train
10972,class,110,train
10973,class,110,train
10976,class,110,train
11198,clock,194,train
11199,clock,194,train
11203,clock,194,train
11214,clock,194,train
11253,close,195,train
11254,close,195,train
11260,close,195,train
11261,close,195,train
11267,close,195,train
11268,close,195,train
11309,clothes,6,train
11310,clothes,6,train
11313,clothes,6,train
11330,clothes,6,train
11558,coffee,146,train
11559,coffee,146,train
11560,coffee,146,train
11563,coffee,146,train
11566,coffee,146,train
11621,cold,147,train
11622,cold,147,train
11623,cold,147,train
11624,cold,147,train
11627,cold,147,train
11633,cold,147,train
11635,cold,147,train
11708,college,148,train
11709,college,148,train
11711,college,148,train
11713,college,148,train
11718,college,148,train
11767,color,55,train
11768,color,55,train
11769,color,55,train
11770,color,55,train
11773,color,55,train
11780,color,55,train
12311,computer,2,train
12313,computer,2,train
12314,computer,2,train
12316,computer,2,train
12317,computer,2,train
12318,computer,2,train
12319,computer,2,train
12327,computer,2,train
12328,computer,2,train
12338,computer,2,train
13134,convince,196,train
13136,convince,196,train
13137,convince,196,train
13138,convince,196,train
13143,convince,196,train
13144,convince,196,train
13156,cook,83,train
13157,cook,83,train
13158,cook,83,train
13160,cook,83,train
13161,cook,83,train
13167,cook,83,train
13168,cook,83,train
13199,cool,20,train
13200,cool,20,train
13201,cool,20,train
13202,cool,20,train
13208,cool,20,train
13209,cool,20,train
13213,cool,20,train
13216,cool,20,train
13217,cool,20,train
13267,copy,149,train
13268,copy,149,train
13269,copy,149,train
13273,copy,149,train
13279,copy,149,train
13323,corn,56,train
13326,corn,56,train
13327,corn,56,train
13328,corn,56,train
13329,corn,56,train
13333,corn,56,train
13337,corn,56,train
13473,cough,269,train
13478,cough,269,train
13543,country,197,train
13544,country,197,train
13545,country,197,train
13546,country,197,train
13549,country,197,train
13550,country,197,train
13630,cousin,9,train
13631,cousin,9,train
13632,cousin,9,train
13636,cousin,9,train
13640,cousin,9,train
13642,cousin,9,train
13646,cousin,9,train
13647,cousin,9,train
13648,cousin,9,train
13695,cow,57,train
13697,cow,57,train
13699,cow,57,train
13702,cow,57,train
13799,crash,198,train
13800,crash,198,train
13803,crash,198,train
13804,crash,198,train
13805,crash,198,train
13806,crash,198,train
13812,crash,198,train
13854,crazy,270,train
13858,crazy,270,train
13859,crazy,270,train
13863,crazy,270,train
14174,cry,111,train
14175,cry,111,train
14176,cry,111,train
14180,cry,111,train
14182,cry,111,train
14183,cry,111,train
14188,cry,111,train
14452,cute,150,train
14453,cute,150,train
14454,cute,150,train
14457,cute,150,train
14461,cute,150,train
14622,dance,58,train
14623,dance,58,train
14624,dance,58,train
14625,dance,58,train
14627,dance,58,train
14633,dance,58,train
14671,dark,59,train
14674,dark,59,train
14675,dark,59,train
14676,dark,59,train
14680,dark,59,train
14681,dark,59,train
14749,daughter,151,train
14751,daughter,151,train
14752,daughter,151,train
14753,daughter,151,train
14755,daughter,151,train
14757,daughter,151,train
14760,daughter,151,train
14792,day,199,train
14794,day,199,train
14795,day,199,train
14796,day,199,train
14882,deaf,10,train
14884,deaf,10,train
14885,deaf,10,train
14886,deaf,10,train
14893,deaf,10,train
14894,deaf,10,train
15032,decide,84,train
15033,decide,84,train
15034,decide,84,train
15035,decide,84,train
15038,decide,84,train
15319,delay,271,train
15322,delay,271,train
15323,delay,271,train
15325,delay,271,train
15327,delay,271,train
15328,delay,271,train
15330,delay,271,train
15361,delicious,272,train
15362,delicious,272,train
15363,delicious,272,train
15364,delicious,272,train
15365,delicious,272,train
15369,delicious,272,train
15370,delicious,272,train
16191,different,112,train
16192,different,112,train
16193,different,112,train
16194,different,112,train
16195,different,112,train
16198,different,112,train
16203,different,112,train
16439,disappear,273,train
16440,disappear,273,train
16441,disappear,273,train
16443,disappear,273,train
16444,disappear,273,train
16585,discuss,200,train
16586,discuss,200,train
16587,discuss,200,train
16591,discuss,200,train
16592,discuss,200,train
16593,discuss,200,train
16598,discuss,200,train
16963,divorce,274,train
16965,divorce,274,train
16968,divorce,274,train
16972,divorce,274,train
16976,divorce,274,train
17013,doctor,60,train
17014,doctor,60,train
17015,doctor,60,train
17017,doctor,60,train
17019,doctor,60,train
17026,doctor,60,train
17084,dog,36,train
17085,dog,36,train
17086,dog,36,train
17087,dog,36,train
17090,dog,36,train
17091,dog,36,train
17325,door,113,train
17326,door,113,train
17327,door,113,train
17336,door,113,train
17594,draw,275,train
17596,draw,275,train
17654,dress,201,train
17657,dress,201,train
17659,dress,201,train
17660,dress,201,train
17709,drink,1,train
17710,drink,1,train
17711,drink,1,train
17712,drink,1,train
17720,drink,1,train
17721,drink,1,train
17722,drink,1,train
17723,drink,1,train
17733,drink,1,train
17758,drive,202,train
17761,drive,202,train
17762,drive,202,train
17773,drive,202,train
17820,drop,203,train
17821,drop,203,train
17823,drop,203,train
17827,drop,203,train
17828,drop,203,train
18288,east,276,train
18292,east,276,train
18294,east,276,train
18298,east,276,train
18306,easy,277,train
18311,easy,277,train
18315,easy,277,train
18324,eat,61,train
18325,eat,61,train
18329,eat,61,train
18335,eat,61,train
18487,egg,278,train
18488,egg,278,train
18494,egg,278,train
18495,egg,278,train
19258,enjoy,62,train
19259,enjoy,62,train
19260,enjoy,62,train
19261,enjoy,62,train
19264,enjoy,62,train
19269,enjoy,62,train
19406,environment,279,train
19407,environment,279,train
19408,environment,279,train
19411,environment,279,train
19412,environment,279,train
19414,environment,279,train
19418,environment,279,train
20066,example,152,train
20068,example,152,train
20070,example,152,train
20071,example,152,train
20072,example,152,train
20074,example,152,train
20978,family,37,train
20979,family,37,train
20980,family,37,train
20981,family,37,train
20982,family,37,train
20983,family,37,train
20986,family,37,train
20987,family,37,train
20992,family,37,train
21069,far,153,train
21071,far,153,train
21072,far,153,train
21073,far,153,train
21074,far,153,train
21075,far,153,train
21077,far,153,train
21205,father,280,train
21207,father,280,train
21209,father,280,train
21212,father,280,train
21231,fat,204,train
21233,fat,204,train
21234,fat,204,train
21236,fat,204,train
21237,fat,204,train
21242,fat,204,train
21243,fat,204,train
21273,fault,281,train
21274,fault,281,train
21275,fault,281,train
21276,fault,281,train
21280,fault,281,train
21432,feel,205,train
21436,feel,205,train
21869,fine,11,train
21870,fine,11,train
21871,fine,11,train
21878,fine,11,train
21883,fine,11,train
21891,fine,11,train
21941,finish,21,train
21943,finish,21,train
21945,finish,21,train
21950,finish,21,train
21951,finish,21,train
22085,first,154,train
22086,first,154,train
22087,first,154,train
22095,first,154,train
22098,first,154,train
22115,fish,38,train
22116,fish,38,train
22120,fish,38,train
22121,fish,38,train
22130,fish,38,train
22548,flower,282,train
22553,flower,282,train
22558,flower,282,train
22803,football,206,train
22804,football,206,train
22805,football,206,train
22806,football,206,train
22952,forget,63,train
22953,forget,63,train
22955,forget,63,train
22960,forget,63,train
22967,forget,63,train
23568,friend,155,train
23570,friend,155,train
23572,friend,155,train
23574,friend,155,train
23578,friend,155,train
23580,friendly,283,train
23585,friendly,283,train
23589,friendly,283,train
23766,full,85,train
23768,full,85,train
23769,full,85,train
23771,full,85,train
23774,full,85,train
23782,full,85,train
23947,future,207,train
23948,future,207,train
23951,future,207,train
23953,future,207,train
24025,game,208,train
24029,game,208,train
24033,game,208,train
24605,girl,209,train
24609,girl,209,train
24611,girl,209,train
24614,girl,209,train
24638,give,64,train
24640,give,64,train
24648,give,64,train
24651,give,64,train
24660,give,64,train
24720,glasses,284,train
24721,glasses,284,train
24722,glasses,284,train
24724,glasses,284,train
24726,glasses,284,train
24728,glasses,284,train
24940,go,5,train
24941,go,5,train
24943,go,5,train
24947,go,5,train
24954,go,5,train
24955,go,5,train
24956,go,5,train
24961,go,5,train
24962,go,5,train
24973,go,5,train
25066,good,156,train
25067,good,156,train
25068,good,156,train
25069,good,156,train
25073,good,156,train
25076,good,156,train
25241,government,210,train
25242,government,210,train
25243,government,210,train
25244,government,210,train
25245,government,210,train
25247,government,210,train
25250,government,210,train
25321,graduate,39,train
25322,graduate,39,train
25323,graduate,39,train
25324,graduate,39,train
25325,graduate,39,train
25326,graduate,39,train
25329,graduate,39,train
25339,graduate,39,train
25685,green,114,train
25686,green,114,train
25687,green,114,train
25689,green,114,train
25695,green,114,train
26157,hair,115,train
26159,hair,115,train
26162,hair,115,train
26163,hair,115,train
26173,hair,115,train
26251,halloween,285,train
26252,halloween,285,train
26254,halloween,285,train
26259,halloween,285,train
26524,happy,157,train
26526,happy,157,train
26527,happy,157,train
26530,happy,157,train
26532,happy,157,train
26537,happy,157,train
26573,hard,286,train
26574,hard,286,train
26712,hat,40,train
26713,hat,40,train
26714,hat,40,train
26715,hat,40,train
26717,hat,40,train
26719,hat,40,train
26739,hat,40,train
26741,hat,40,train
26766,have,116,train
26767,have,116,train
26768,have,116,train
26773,have,116,train
26779,have,116,train
26833,headache,117,train
26834,headache,117,train
26836,headache,117,train
26837,headache,117,train
26840,headache,117,train
26846,headache,117,train
26943,hear,211,train
26944,hear,211,train
26950,hear,211,train
26951,hear,211,train
26956,hear,211,train
26971,hearing,41,train
26972,hearing,41,train
26973,hearing,41,train
26974,hearing,41,train
26975,hearing,41,train
26976,hearing,41,train
26980,hearing,41,train
27042,heart,287,train
27043,heart,287,train
27046,heart,287,train
27050,heart,287,train
27056,heart,287,train
27057,heart,287,train
27206,help,12,train
27207,help,12,train
27208,help,12,train
27214,help,12,train
27215,help,12,train
27216,help,12,train
27217,help,12,train
27221,help,12,train
27264,here,212,train
27265,here,212,train
27268,here,212,train
27766,home,158,train
27767,home,158,train
27770,home,158,train
27775,home,158,train
27920,hope,213,train
27921,hope,213,train
27923,hope,213,train
27925,hope,213,train
27926,hope,213,train
27929,hope,213,train
27934,hope,213,train
28107,hot,22,train
28108,hot,22,train
28109,hot,22,train
28110,hot,22,train
28111,hot,22,train
28115,hot,22,train
28116,hot,22,train
28125,hot,22,train
28138,hour,288,train
28139,hour,288,train
28140,hour,288,train
28143,hour,288,train
28144,hour,288,train
28145,hour,288,train
28159,house,214,train
28164,house,214,train
28169,house,214,train
28202,how,86,train
28204,how,86,train
28205,how,86,train
28210,how,86,train
28211,how,86,train
28214,how,86,train
28309,humble,289,train
28310,humble,289,train
28311,humble,289,train
28312,humble,289,train
28314,humble,289,train
28315,humble,289,train
28423,hurry,290,train
28424,hurry,290,train
28425,hurry,290,train
28426,hurry,290,train
28430,hurry,290,train
28463,husband,215,train
28466,husband,215,train
28469,husband,215,train
29136,improve,291,train
29143,improve,291,train
29145,improve,291,train
29147,improve,291,train
29647,inform,118,train
29648,inform,118,train
29649,inform,118,train
29655,inform,118,train
29661,inform,118,train
30152,interest,216,train
30154,interest,216,train
30160,interest,216,train
30162,interest,216,train
30166,interest,216,train
30168,interest,216,train
30230,internet,292,train
30233,internet,292,train
30234,internet,292,train
30235,internet,292,train
30239,internet,292,train
30831,jacket,87,train
30832,jacket,87,train
30834,jacket,87,train
30835,jacket,87,train
30840,jacket,87,train
31151,join,217,train
31155,join,217,train
31157,join,217,train
31158,join,217,train
31165,join,217,train
31315,jump,293,train
31316,jump,293,train
31324,jump,293,train
31649,kill,294,train
31651,kill,294,train
31652,kill,294,train
31655,kill,294,train
31752,kiss,42,train
31753,kiss,42,train
31755,kiss,42,train
31756,kiss,42,train
31767,kiss,42,train
31842,knife,119,train
31843,knife,119,train
31844,knife,119,train
31856,knife,119,train
31897,know,159,train
31898,know,159,train
31899,know,159,train
31901,know,159,train
31903,know,159,train
32155,language,43,train
32158,language,43,train
32160,language,43,train
32163,language,43,train
32248,last,65,train
32249,last,65,train
32250,last,65,train
32254,last,65,train
32257,last,65,train
32260,last,65,train
32261,last,65,train
32300,late,160,train
32302,late,160,train
32303,late,160,train
32304,late,160,train
32306,late,160,train
32312,late,160,train
32321,later,44,train
32322,later,44,train
32324,later,44,train
32326,later,44,train
32333,later,44,train
32337,later,44,train
32338,later,44,train
32377,laugh,120,train
32381,laugh,120,train
32382,laugh,120,train
32383,laugh,120,train
32388,laugh,120,train
32447,law,295,train
32448,law,295,train
32452,law,295,train
32458,law,295,train
32604,learn,121,train
32605,learn,121,train
32606,learn,121,train
32607,learn,121,train
32608,learn,121,train
32612,learn,121,train
32616,learn,121,train
32657,leave,161,train
32658,leave,161,train
32659,leave,161,train
32661,leave,161,train
32667,leave,161,train
32669,leave,161,train
32677,leave,161,train
32945,letter,88,train
32946,letter,88,train
32947,letter,88,train
32949,letter,88,train
32953,letter,88,train
32954,letter,88,train
32955,letter,88,train
32959,letter,88,train
33205,light,218,train
33214,light,218,train
33217,light,218,train
33218,light,218,train
33231,light,218,train
33266,like,23,train
33267,like,23,train
33269,like,23,train
33273,like,23,train
33274,like,23,train
33285,like,23,train
33472,list,162,train
33473,list,162,train
33474,list,162,train
33477,list,162,train
33479,list,162,train
33486,list,162,train
33538,live,219,train
33542,live,219,train
34002,lose,163,train
34005,lose,163,train
34007,lose,163,train
34008,lose,163,train
34012,lose,163,train
34017,lose,163,train
34018,lose,163,train
34575,make,220,train
34578,make,220,train
34579,make,220,train
34580,make,220,train
34583,make,220,train
34584,make,220,train
34732,man,45,train
34733,man,45,train
34734,man,45,train
34736,man,45,train
34737,man,45,train
34738,man,45,train
34742,man,45,train
34746,man,45,train
34823,many,24,train
34824,many,24,train
34825,many,24,train
34826,many,24,train
34827,many,24,train
34830,many,24,train
34831,many,24,train
34832,many,24,train
34839,many,24,train
35115,match,296,train
35116,match,296,train
35119,match,296,train
35120,match,296,train
35126,match,296,train
35292,mean,221,train
35293,mean,221,train
35295,mean,221,train
35298,mean,221,train
35299,mean,221,train
35360,meat,297,train
35361,meat,297,train
35366,meat,297,train
35369,meat,297,train
35452,medicine,89,train
35453,medicine,89,train
35454,medicine,89,train
35455,medicine,89,train
35456,medicine,89,train
35458,medicine,89,train
35467,medicine,89,train
35509,meet,66,train
35511,meet,66,train
35512,meet,66,train
35516,meet,66,train
35517,meet,66,train
35518,meet,66,train
35523,meet,66,train
36048,milk,298,train
36652,money,299,train
36654,money,299,train
36660,money,299,train
36827,more,222,train
36828,more,222,train
36829,more,222,train
36834,more,222,train
36836,more,222,train
36913,most,223,train
36918,most,223,train
36922,most,223,train
36929,mother,25,train
36930,mother,25,train
36931,mother,25,train
36932,mother,25,train
36933,mother,25,train
36936,mother,25,train
36937,mother,25,train
36946,mother,25,train
37125,movie,122,train
37126,movie,122,train
37129,movie,122,train
37152,movie,122,train
37363,music,224,train
37367,music,224,train
37369,music,224,train
37581,name,164,train
37582,name,164,train
37585,name,164,train
37590,name,164,train
37881,need,90,train
37883,need,90,train
37884,need,90,train
37886,need,90,train
37894,need,90,train
38122,new,225,train
38125,new,225,train
38126,new,225,train
38127,new,225,train
38130,new,225,train
38524,no,13,train
38527,no,13,train
38529,no,13,train
38530,no,13,train
38532,no,13,train
38534,no,13,train
38544,no,13,train
38586,none,226,train
38590,none,226,train
38594,none,226,train
38990,now,26,train
38995,now,26,train
38997,now,26,train
38999,now,26,train
39006,now,26,train
39456,office,227,train
39459,office,227,train
39460,office,227,train
39462,office,227,train
39463,office,227,train
39468,office,227,train
39626,old,165,train
39627,old,165,train
39632,old,165,train
39635,old,165,train
40115,orange,27,train
40116,orange,27,train
40117,orange,27,train
40119,orange,27,train
40121,orange,27,train
40129,orange,27,train
40130,orange,27,train
40169,order,228,train
40171,order,228,train
40172,order,228,train
40177,order,228,train
40178,order,228,train
40179,order,228,train
40834,paint,91,train
40836,paint,91,train
40837,paint,91,train
40841,paint,91,train
40847,paint,91,train
40985,pants,229,train
40986,pants,229,train
40988,pants,229,train
40991,pants,229,train
40996,pants,229,train
41025,paper,92,train
41026,paper,92,train
41028,paper,92,train
41029,paper,92,train
41030,paper,92,train
41032,paper,92,train
41037,paper,92,train
41311,party,230,train
41312,party,230,train
41315,party,230,train
41317,party,230,train
41446,past,231,train
41449,past,231,train
41450,past,231,train
41452,past,231,train
41454,past,231,train
41822,pencil,232,train
41824,pencil,232,train
41826,pencil,232,train
42225,person,166,train
42226,person,166,train
42227,person,166,train
42232,person,166,train
42239,person,166,train
42829,pink,67,train
42830,pink,67,train
42831,pink,67,train
42832,pink,67,train
42836,pink,67,train
42843,pink,67,train
42956,pizza,68,train
42958,pizza,68,train
42959,pizza,68,train
42961,pizza,68,train
42966,pizza,68,train
42967,pizza,68,train
42969,pizza,68,train
43056,plan,233,train
43061,plan,233,train
43062,plan,233,train
43167,play,69,train
43168,play,69,train
43169,play,69,train
43170,play,69,train
43173,play,69,train
43174,play,69,train
43179,play,69,train
43180,play,69,train
43217,please,234,train
43218,please,234,train
43222,please,234,train
43226,please,234,train
43522,police,167,train
43523,police,167,train
43524,police,167,train
43525,police,167,train
43528,police,167,train
44085,practice,235,train
44086,practice,235,train
44088,practice,235,train
44091,practice,235,train
44367,president,236,train
44369,president,236,train
44370,president,236,train
44371,president,236,train
44373,president,236,train
44680,problem,168,train
44681,problem,168,train
44682,problem,168,train
44683,problem,168,train
44686,problem,168,train
44687,problem,168,train
45261,pull,93,train
45263,pull,93,train
45264,pull,93,train
45265,pull,93,train
45273,pull,93,train
45433,purple,94,train
45434,purple,94,train
45436,purple,94,train
45443,purple,94,train
45838,rabbit,123,train
45839,rabbit,123,train
45840,rabbit,123,train
45842,rabbit,123,train
45843,rabbit,123,train
45851,rabbit,123,train
46266,read,124,train
46267,read,124,train
46268,read,124,train
46269,read,124,train
46272,read,124,train
46731,red,125,train
46732,red,125,train
46733,red,125,train
46734,red,125,train
46742,red,125,train
47175,remember,169,train
47176,remember,169,train
47177,remember,169,train
47178,remember,169,train
47183,remember,169,train
47658,restaurant,237,train
47659,restaurant,237,train
48042,ride,238,train
48043,ride,238,train
48044,ride,238,train
48050,ride,238,train
48051,ride,238,train
48105,right,95,train
48106,right,95,train
48107,right,95,train
48109,right,95,train
48114,right,95,train
48509,room,126,train
48511,room,126,train
48513,room,126,train
48516,room,126,train
48517,room,126,train
48798,run,127,train
48801,run,127,train
48809,run,127,train
48810,run,127,train
48827,run,127,train
48899,russia,239,train
48901,russia,239,train
48902,russia,239,train
48903,russia,239,train
49129,salt,240,train
49131,salt,240,train
49132,salt,240,train
49134,salt,240,train
49174,same,96,train
49175,same,96,train
49178,same,96,train
49181,same,96,train
49183,same,96,train
49188,same,96,train
49246,sandwich,241,train
49247,sandwich,241,train
49248,sandwich,241,train
49250,sandwich,241,train
49252,sandwich,241,train
49595,school,70,train
49596,school,70,train
49597,school,70,train
49598,school,70,train
49599,school,70,train
49600,school,70,train
49602,school,70,train
50037,secretary,71,train
50038,secretary,71,train
50039,secretary,71,train
50040,secretary,71,train
50044,secretary,71,train
50045,secretary,71,train
50046,secretary,71,train
50849,share,170,train
50850,share,170,train
50851,share,170,train
50855,share,170,train
50856,share,170,train
51056,shirt,46,train
51057,shirt,46,train
51058,shirt,46,train
51059,shirt,46,train
51060,shirt,46,train
51061,shirt,46,train
51063,shirt,46,train
51064,shirt,46,train
51221,short,72,train
51223,short,72,train
51225,short,72,train
51226,short,72,train
51231,short,72,train
51232,short,72,train
51235,short,72,train
51236,short,72,train
51345,show,128,train
51346,show,128,train
51347,show,128,train
51348,show,128,train
51353,show,128,train
51355,show,128,train
51356,show,128,train
51360,show,128,train
51501,sick,129,train
51502,sick,129,train
51503,sick,129,train
51504,sick,129,train
51507,sick,129,train
51615,sign,242,train
51616,sign,242,train
51617,sign,242,train
51621,sign,242,train
51622,sign,242,train
51628,sign,242,train
51637,sign,242,train
51775,since,243,train
51778,since,243,train
51781,since,243,train
52551,small,244,train
52552,small,244,train
52554,small,244,train
52556,small,244,train
52557,small,244,train
52566,small,244,train
52858,snow,130,train
52859,snow,130,train
52860,snow,130,train
52862,snow,130,train
52867,snow,130,train
53207,some,245,train
53208,some,245,train
53212,some,245,train
53216,some,245,train
53268,son,97,train
53270,son,97,train
53271,son,97,train
53273,son,97,train
53275,son,97,train
53279,son,97,train
53293,soon,171,train
53295,soon,171,train
53300,soon,171,train
53301,soon,171,train
53304,soon,171,train
53305,soon,171,train
53482,south,246,train
53485,south,246,train
53486,south,246,train
53488,south,246,train
54554,stay,172,train
54556,stay,172,train
54557,stay,172,train
54561,stay,172,train
54563,stay,172,train
54567,stay,172,train
55337,student,247,train
55338,student,247,train
55339,student,247,train
55340,student,247,train
55341,student,247,train
55343,student,247,train
55361,study,47,train
55362,study,47,train
55363,study,47,train
55364,study,47,train
55365,study,47,train
55366,study,47,train
55368,study,47,train
55369,study,47,train
55770,sunday,173,train
55771,sunday,173,train
55772,sunday,173,train
55773,sunday,173,train
55777,sunday,173,train
55782,sunday,173,train
56556,table,28,train
56557,table,28,train
56558,table,28,train
56563,table,28,train
56579,table,28,train
56692,take,131,train
56694,take,131,train
56698,take,131,train
56699,take,131,train
56700,take,131,train
56704,take,131,train
56837,tall,48,train
56838,tall,48,train
56839,tall,48,train
56841,tall,48,train
56842,tall,48,train
56844,tall,48,train
56846,tall,48,train
56848,tall,48,train
56852,tall,48,train
57039,teacher,133,train
57040,teacher,133,train
57041,teacher,133,train
57042,teacher,133,train
57044,teacher,133,train
57051,teacher,133,train
57058,teach,248,train
57063,teach,248,train
57064,teach,248,train
57068,teach,248,train
57076,tea,132,train
57077,tea,132,train
57078,tea,132,train
57079,tea,132,train
57080,tea,132,train
57087,tea,132,train
57276,tell,98,train
57277,tell,98,train
57283,tell,98,train
57284,tell,98,train
57286,tell,98,train
57287,tell,98,train
57291,tell,98,train
57527,test,174,train
57528,test,174,train
57529,test,174,train
57531,test,174,train
57535,test,174,train
57541,test,174,train
