video_id,num_frames,fps,pose_detected_frames,pose_detection_rate,left_hand_detected_frames,left_hand_detection_rate,right_hand_detected_frames,right_hand_detection_rate,face_detected_frames,face_detection_rate,left_hand_missing_frames,right_hand_missing_frames,left_hand_short_gap_count,right_hand_short_gap_count,left_hand_imputed_frames,right_hand_imputed_frames,left_hand_unresolved_frames,right_hand_unresolved_frames,normalization_invalid_frames,extraction_success,error_message
00599,39,29.969999313354492,39,1.0,39,1.0,39,1.0,39,1.0,0,0,0,0,0,0,0,0,0,True,
00600,29,29.969999313354492,29,1.0,29,1.0,29,1.0,29,1.0,0,0,0,0,0,0,0,0,0,True,
00603,85,30.327146530151367,84,0.988235,33,0.388235,33,0.388235,84,0.988235,52,52,3,3,4,3,48,49,1,True,
00623,104,25.0,104,1.0,72,0.692308,39,0.375,104,1.0,32,65,0,1,0,2,32,63,0,True,
00624,109,29.969999313354492,109,1.0,46,0.422018,47,0.431193,109,1.0,63,62,1,2,1,2,62,60,0,True,
00625,34,23.976118087768555,34,1.0,24,0.705882,0,0.0,34,1.0,10,34,0,0,0,0,10,34,0,True,
00626,44,23.976024627685547,44,1.0,16,0.363636,31,0.704545,44,1.0,28,13,3,2,3,2,25,11,0,True,
00627,31,29.970029830932617,31,1.0,24,0.774194,1,0.032258,31,1.0,7,30,0,0,0,0,7,30,0,True,
00628,35,29.970029830932617,35,1.0,28,0.8,1,0.028571,35,1.0,7,34,0,0,0,0,7,34,0,True,
00629,149,30.00201416015625,148,0.993289,100,0.671141,102,0.684564,148,0.993289,49,47,1,0,1,0,48,47,1,True,
00631,75,29.969999313354492,75,1.0,70,0.933333,70,0.933333,75,1.0,5,5,1,2,2,2,3,3,0,True,
00632,55,29.969999313354492,55,1.0,51,0.927273,26,0.472727,55,1.0,4,29,3,3,4,4,0,25,0,True,
00633,25,29.969999313354492,25,1.0,25,1.0,0,0.0,14,0.56,0,25,0,0,0,0,0,25,0,True,
00634,40,29.969999313354492,40,1.0,39,0.975,40,1.0,40,1.0,1,0,1,0,1,0,0,0,0,True,
00639,105,30.258464813232422,104,0.990476,43,0.409524,36,0.342857,104,0.990476,62,69,1,1,2,1,60,68,1,True,
00663,117,25.0,117,1.0,68,0.581197,75,0.641026,117,1.0,49,42,1,3,1,3,48,39,0,True,
00664,119,30.002521514892578,118,0.991597,56,0.470588,60,0.504202,118,0.991597,63,59,2,2,3,3,60,56,1,True,
00666,36,30.0,36,1.0,36,1.0,36,1.0,36,1.0,0,0,0,0,0,0,0,0,0,True,
00668,79,30.3546199798584,78,0.987342,38,0.481013,39,0.493671,78,0.987342,41,40,4,2,6,3,35,37,1,True,
00689,88,29.969999313354492,88,1.0,48,0.545455,44,0.5,88,1.0,40,44,1,3,2,5,38,39,0,True,
00690,134,30.002239227294922,133,0.992537,75,0.559701,67,0.5,133,0.992537,59,67,0,3,0,4,59,63,1,True,
00692,66,29.969999313354492,66,1.0,54,0.818182,59,0.893939,66,1.0,12,7,3,3,3,4,9,3,0,True,
00694,105,30.258464813232422,104,0.990476,50,0.47619,50,0.47619,104,0.990476,55,55,2,3,3,3,52,52,1,True,
00832,141,50.0,141,1.0,77,0.546099,70,0.496454,141,1.0,64,71,1,0,1,0,63,71,0,True,
00834,89,29.970029830932617,89,1.0,45,0.505618,69,0.775281,0,0.0,44,20,2,2,4,3,40,17,0,True,
00835,44,29.970029830932617,44,1.0,24,0.545455,36,0.818182,44,1.0,20,8,1,0,2,0,18,8,0,True,
00836,42,29.970029830932617,42,1.0,28,0.666667,33,0.785714,42,1.0,14,9,2,1,3,1,11,8,0,True,
00839,51,29.969999313354492,51,1.0,27,0.529412,41,0.803922,51,1.0,24,10,2,1,3,1,21,9,0,True,
00842,89,30.3109130859375,88,0.988764,35,0.393258,36,0.404494,88,0.988764,54,53,2,1,2,2,52,51,1,True,
00846,40,29.970029830932617,40,1.0,26,0.65,29,0.725,40,1.0,14,11,1,3,2,4,12,7,0,True,
00847,114,29.99736785888672,113,0.991228,74,0.649123,64,0.561404,113,0.991228,40,50,0,1,0,1,40,49,1,True,
00849,87,29.969999313354492,87,1.0,87,1.0,87,1.0,87,1.0,0,0,0,0,0,0,0,0,0,True,
00851,78,30.359615325927734,77,0.987179,35,0.448718,30,0.384615,77,0.987179,43,48,1,3,1,3,42,45,1,True,
00853,84,25.0,84,1.0,39,0.464286,43,0.511905,84,1.0,45,41,2,0,2,0,43,41,0,True,
00854,108,29.997222900390625,107,0.990741,48,0.444444,65,0.601852,107,0.990741,60,43,7,5,9,5,51,38,1,True,
00855,65,29.969999313354492,65,1.0,65,1.0,63,0.969231,65,1.0,0,2,0,1,0,2,0,0,0,True,
00856,48,29.969999313354492,48,1.0,41,0.854167,47,0.979167,48,1.0,7,1,6,1,7,1,0,0,0,True,
00858,100,30.273033142089844,99,0.99,42,0.42,46,0.46,99,0.99,58,54,2,3,3,3,55,51,1,True,
00868,70,25.0,70,1.0,33,0.471429,24,0.342857,70,1.0,37,46,1,4,1,4,36,42,0,True,
00869,121,30.0,120,0.991736,50,0.413223,53,0.438017,120,0.991736,71,68,3,6,4,8,67,60,1,True,
00871,56,29.969999313354492,56,1.0,56,1.0,52,0.928571,56,1.0,0,4,0,1,0,1,0,3,0,True,
00872,65,29.969999313354492,65,1.0,65,1.0,63,0.969231,65,1.0,0,2,0,1,0,2,0,0,0,True,
00874,93,30.296091079711914,92,0.989247,34,0.365591,29,0.311828,92,0.989247,59,64,4,4,4,6,55,58,1,True,
00890,32,23.976024627685547,32,1.0,11,0.34375,10,0.3125,32,1.0,21,22,0,0,0,0,21,22,0,True,
00891,108,29.997222900390625,107,0.990741,48,0.444444,65,0.601852,107,0.990741,60,43,7,5,9,5,51,38,1,True,
00892,65,30.0,64,0.984615,36,0.553846,38,0.584615,64,0.984615,29,27,2,1,2,2,27,25,1,True,
00894,65,29.969999313354492,65,1.0,65,1.0,63,0.969231,65,1.0,0,2,0,1,0,2,0,0,0,True,
00898,69,25.0,69,1.0,30,0.434783,29,0.42029,69,1.0,39,40,1,3,1,4,38,36,0,True,
00899,90,29.969999313354492,90,1.0,43,0.477778,42,0.466667,90,1.0,47,48,2,2,2,2,45,46,0,True,
00900,143,30.002098083496094,142,0.993007,71,0.496503,71,0.496503,142,0.993007,72,72,1,4,1,5,71,67,1,True,
00901,65,29.969999313354492,65,1.0,48,0.738462,64,0.984615,65,1.0,17,1,0,1,0,1,17,0,0,True,
00904,113,30.23785972595215,112,0.99115,63,0.557522,48,0.424779,112,0.99115,50,65,3,5,3,5,47,60,1,True,
00943,133,24.0,133,1.0,68,0.511278,61,0.458647,133,1.0,65,72,2,1,2,2,63,70,0,True,
00944,114,25.0,114,1.0,64,0.561404,26,0.22807,114,1.0,50,88,2,0,3,0,47,88,0,True,
00946,29,23.97618865966797,29,1.0,3,0.103448,22,0.758621,29,1.0,26,7,1,0,1,0,25,7,0,True,
00947,81,29.996295928955078,80,0.987654,43,0.530864,17,0.209877,80,0.987654,38,64,5,1,6,2,32,62,1,True,
00949,51,29.969999313354492,51,1.0,28,0.54902,51,1.0,51,1.0,23,0,4,0,4,0,19,0,0,True,
00951,93,30.296091079711914,92,0.989247,43,0.462366,27,0.290323,91,0.978495,50,66,0,1,0,1,50,65,1,True,
00961,114,25.0,114,1.0,69,0.605263,68,0.596491,114,1.0,45,46,0,1,0,1,45,45,0,True,
00962,43,29.970029830932617,43,1.0,24,0.55814,30,0.697674,43,1.0,19,13,2,1,3,1,16,12,0,True,
00963,37,23.976154327392578,37,1.0,21,0.567568,22,0.594595,37,1.0,16,15,1,2,1,3,15,12,0,True,
00964,47,29.970029830932617,47,1.0,28,0.595745,38,0.808511,47,1.0,19,9,5,2,7,2,12,7,0,True,
00965,124,30.0,123,0.991935,47,0.379032,66,0.532258,123,0.991935,77,58,0,2,0,3,77,55,1,True,
00967,27,29.969999313354492,27,1.0,27,1.0,26,0.962963,27,1.0,0,1,0,1,0,1,0,0,0,True,
00973,101,30.270002365112305,100,0.990099,62,0.613861,63,0.623762,47,0.465347,39,38,1,1,1,1,38,37,1,True,
01011,88,29.970029830932617,88,1.0,33,0.375,39,0.443182,88,1.0,55,49,0,0,0,0,55,49,0,True,
01012,35,23.976070404052734,35,1.0,23,0.657143,21,0.6,35,1.0,12,14,4,1,5,2,7,12,0,True,
01018,42,29.969999313354492,42,1.0,42,1.0,42,1.0,42,1.0,0,0,0,0,0,0,0,0,0,True,
01024,91,30.30333709716797,90,0.989011,45,0.494505,39,0.428571,0,0.0,46,52,2,2,2,2,44,50,1,True,
01064,82,25.0,82,1.0,1,0.012195,44,0.536585,82,1.0,81,38,0,1,0,1,81,37,0,True,
01065,34,23.976118087768555,34,1.0,21,0.617647,0,0.0,34,1.0,13,34,0,0,0,0,13,34,0,True,
01066,181,30.0,180,0.994475,129,0.712707,4,0.022099,180,0.994475,52,177,1,0,1,0,51,177,1,True,
01068,49,29.969999313354492,49,1.0,48,0.979592,1,0.020408,49,1.0,1,48,1,0,1,0,0,48,0,True,
01073,94,29.969999313354492,94,1.0,60,0.638298,45,0.478723,94,1.0,34,49,2,0,2,0,32,49,0,True,
01074,99,29.99696922302246,98,0.989899,34,0.343434,57,0.575758,98,0.989899,65,42,1,1,1,1,64,41,1,True,
01076,51,29.969999313354492,51,1.0,28,0.54902,51,1.0,51,1.0,23,0,4,0,4,0,19,0,0,True,
01079,103,30.26412010192871,102,0.990291,39,0.378641,17,0.165049,0,0.0,64,86,2,3,3,4,61,82,1,True,
01100,95,25.0,95,1.0,53,0.557895,51,0.536842,95,1.0,42,44,0,0,0,0,42,44,0,True,
01101,140,30.00214385986328,139,0.992857,61,0.435714,79,0.564286,139,0.992857,79,61,0,0,0,0,79,61,1,True,
01103,47,29.969999313354492,47,1.0,47,1.0,27,0.574468,0,0.0,0,20,0,2,0,2,0,18,0,True,
01107,101,30.270002365112305,100,0.990099,54,0.534653,48,0.475248,0,0.0,47,53,3,2,4,2,43,51,1,True,
01118,34,23.976118087768555,34,1.0,25,0.735294,0,0.0,34,1.0,9,34,1,0,1,0,8,34,0,True,
01120,139,30.0,138,0.992806,79,0.568345,0,0.0,138,0.992806,60,139,1,0,1,0,59,139,1,True,
01122,38,29.969999313354492,38,1.0,38,1.0,0,0.0,38,1.0,0,38,0,0,0,0,0,38,0,True,
01127,90,30.30708122253418,89,0.988889,44,0.488889,4,0.044444,0,0.0,46,86,1,0,1,0,45,86,1,True,
01157,107,30.002803802490234,106,0.990654,44,0.411215,45,0.420561,106,0.990654,63,62,0,1,0,1,63,61,1,True,
01158,39,29.969999313354492,39,1.0,39,1.0,39,1.0,39,1.0,0,0,0,0,0,0,0,0,0,True,
01159,29,29.969999313354492,29,1.0,29,1.0,29,1.0,29,1.0,0,0,0,0,0,0,0,0,0,True,
01160,36,29.969999313354492,36,1.0,35,0.972222,34,0.944444,36,1.0,1,2,1,1,1,2,0,0,0,True,
01162,91,30.30333709716797,90,0.989011,53,0.582418,51,0.56044,0,0.0,38,40,1,2,1,2,37,38,1,True,
01206,87,24.0,87,1.0,42,0.482759,3,0.034483,87,1.0,45,84,0,0,0,0,45,84,0,True,
01207,85,25.0,85,1.0,42,0.494118,1,0.011765,85,1.0,43,84,0,0,0,0,43,84,0,True,
01208,103,25.0,103,1.0,35,0.339806,3,0.029126,103,1.0,68,100,0,1,0,1,68,99,0,True,
01209,39,23.976064682006836,39,1.0,23,0.589744,2,0.051282,39,1.0,16,37,0,0,0,0,16,37,0,True,
01214,41,29.969999313354492,41,1.0,41,1.0,0,0.0,41,1.0,0,41,0,0,0,0,0,41,0,True,
01217,101,30.270002365112305,100,0.990099,64,0.633663,0,0.0,0,0.0,37,101,0,0,0,0,37,101,1,True,
01226,107,25.0,107,1.0,62,0.579439,59,0.551402,107,1.0,45,48,1,0,1,0,44,48,0,True,
01227,57,29.970029830932617,57,1.0,35,0.614035,38,0.666667,57,1.0,22,19,1,4,2,6,20,13,0,True,
01229,68,29.969999313354492,68,1.0,68,1.0,68,1.0,68,1.0,0,0,0,0,0,0,0,0,0,True,
01231,96,30.28579330444336,95,0.989583,62,0.645833,59,0.614583,0,0.0,34,37,2,3,2,5,32,32,1,True,
01244,106,25.0,106,1.0,59,0.556604,61,0.575472,106,1.0,47,45,3,2,5,2,42,43,0,True,
01245,32,29.970029830932617,32,1.0,23,0.71875,18,0.5625,32,1.0,9,14,2,2,2,2,7,12,0,True,
01252,93,30.296091079711914,92,0.989247,42,0.451613,39,0.419355,9,0.096774,51,54,5,0,7,0,44,54,1,True,
01264,71,24.0,71,1.0,57,0.802817,8,0.112676,36,0.507042,14,63,0,3,0,4,14,59,0,True,
01265,97,25.0,97,1.0,3,0.030928,65,0.670103,97,1.0,94,32,0,1,0,1,94,31,0,True,
01266,152,30.00197410583496,151,0.993421,108,0.710526,0,0.0,151,0.993421,44,152,0,0,0,0,44,152,1,True,
01268,42,29.969999313354492,42,1.0,42,1.0,0,0.0,42,1.0,0,42,0,0,0,0,0,42,0,True,
01318,121,24.0,121,1.0,63,0.520661,60,0.495868,121,1.0,58,61,2,2,3,2,55,59,0,True,
01319,89,25.0,89,1.0,50,0.561798,45,0.505618,89,1.0,39,44,0,0,0,0,39,44,0,True,
01320,133,30.0,132,0.992481,83,0.62406,84,0.631579,132,0.992481,50,49,0,0,0,0,50,49,1,True,
01321,69,29.99565315246582,68,0.985507,40,0.57971,35,0.507246,68,0.985507,29,34,1,1,2,1,27,33,1,True,
01323,34,29.969999313354492,34,1.0,33,0.970588,1,0.029412,34,1.0,1,33,1,0,1,0,0,33,0,True,
01327,99,30.276124954223633,98,0.989899,54,0.545455,37,0.373737,0,0.0,45,62,2,0,2,0,43,62,1,True,
01373,69,25.0,69,1.0,26,0.376812,26,0.376812,69,1.0,43,43,2,0,3,0,40,43,0,True,
01374,93,29.996774673461914,92,0.989247,44,0.473118,41,0.44086,92,0.989247,49,52,1,1,2,2,47,50,1,True,
01376,35,29.969999313354492,35,1.0,35,1.0,35,1.0,35,1.0,0,0,0,0,0,0,0,0,0,True,
01377,22,29.969999313354492,22,1.0,21,0.954545,21,0.954545,22,1.0,1,1,1,1,1,1,0,0,0,True,
01381,100,30.273033142089844,99,0.99,42,0.42,37,0.37,0,0.0,58,63,1,2,2,3,56,60,1,True,
01383,146,29.969999313354492,146,1.0,43,0.294521,2,0.013699,146,1.0,103,144,1,0,1,0,102,144,0,True,
01384,65,29.970029830932617,65,1.0,41,0.630769,2,0.030769,37,0.569231,24,63,3,0,3,0,21,63,0,True,
01385,48,23.976024627685547,48,1.0,32,0.666667,2,0.041667,48,1.0,16,46,1,0,1,0,15,46,0,True,
01386,41,23.97614097595215,41,1.0,29,0.707317,3,0.073171,41,1.0,12,38,0,0,0,0,12,38,0,True,
01387,40,23.976024627685547,40,1.0,28,0.7,1,0.025,40,1.0,12,39,2,0,2,0,10,39,0,True,
01388,123,29.997560501098633,122,0.99187,76,0.617886,1,0.00813,122,0.99187,47,122,0,0,0,0,47,122,1,True,
01391,47,29.969999313354492,47,1.0,47,1.0,0,0.0,41,0.87234,0,47,0,0,0,0,0,47,0,True,
01398,78,30.359615325927734,77,0.987179,53,0.679487,0,0.0,0,0.0,25,78,1,0,1,0,24,78,1,True,
01418,106,25.0,106,1.0,53,0.5,3,0.028302,106,1.0,53,103,3,0,3,0,50,103,0,True,
01419,76,29.970029830932617,76,1.0,36,0.473684,22,0.289474,52,0.684211,40,54,2,4,2,5,38,49,0,True,
01420,44,29.970029830932617,44,1.0,24,0.545455,36,0.818182,44,1.0,20,8,1,0,2,0,18,8,0,True,
01421,26,23.976146697998047,26,1.0,12,0.461538,11,0.423077,26,1.0,14,15,2,0,3,0,11,15,0,True,
01422,114,29.99736785888672,113,0.991228,74,0.649123,75,0.657895,113,0.991228,40,39,0,0,0,0,40,39,1,True,
01428,77,30.364742279052734,76,0.987013,41,0.532468,35,0.454545,0,0.0,36,42,2,0,2,0,34,42,1,True,
01433,70,25.0,70,1.0,35,0.5,33,0.471429,70,1.0,35,37,4,0,4,0,31,37,0,True,
01434,88,29.969999313354492,88,1.0,50,0.568182,47,0.534091,88,1.0,38,41,3,1,4,2,34,39,0,True,
01435,62,29.970029830932617,62,1.0,54,0.870968,5,0.080645,62,1.0,8,57,0,0,0,0,8,57,0,True,
01436,130,30.0,129,0.992308,75,0.576923,69,0.530769,129,0.992308,55,61,1,0,1,0,54,61,1,True,
01438,37,29.969999313354492,37,1.0,37,1.0,37,1.0,37,1.0,0,0,0,0,0,0,0,0,0,True,
01442,78,30.359615325927734,77,0.987179,39,0.5,34,0.435897,77,0.987179,39,44,3,1,4,1,35,43,1,True,
01460,71,25.0,71,1.0,34,0.478873,13,0.183099,71,1.0,37,58,0,3,0,3,37,55,0,True,
01461,82,29.969999313354492,82,1.0,35,0.426829,29,0.353659,82,1.0,47,53,1,2,1,4,46,49,0,True,
01462,42,23.97610092163086,42,1.0,23,0.547619,32,0.761905,42,1.0,19,10,1,0,1,0,18,10,0,True,
01463,106,30.0,105,0.990566,61,0.575472,61,0.575472,105,0.990566,45,45,2,3,3,3,42,42,1,True,
01464,75,29.996000289916992,74,0.986667,52,0.693333,49,0.653333,74,0.986667,23,26,0,0,0,0,23,26,1,True,
01466,49,29.969999313354492,49,1.0,49,1.0,33,0.673469,49,1.0,0,16,0,3,0,5,0,11,0,True,
01471,75,30.375410079956055,74,0.986667,32,0.426667,29,0.386667,74,0.986667,43,46,4,2,5,2,38,44,1,True,
01473,94,25.0,94,1.0,52,0.553191,10,0.106383,94,1.0,42,84,0,4,0,6,42,78,0,True,
01474,101,30.00296974182129,100,0.990099,63,0.623762,61,0.60396,100,0.990099,38,40,0,0,0,0,38,40,1,True,
01477,44,29.969999313354492,44,1.0,14,0.318182,44,1.0,44,1.0,30,0,0,0,0,0,30,0,0,True,
01479,93,30.296091079711914,92,0.989247,43,0.462366,36,0.387097,92,0.989247,50,57,2,1,2,2,48,55,1,True,
01485,72,25.0,72,1.0,35,0.486111,1,0.013889,72,1.0,37,71,1,0,1,0,36,71,0,True,
01486,37,29.970029830932617,37,1.0,27,0.72973,1,0.027027,37,1.0,10,36,0,0,0,0,10,36,0,True,
01487,88,30.0,87,0.988636,40,0.454545,0,0.0,87,0.988636,48,88,1,0,1,0,47,88,1,True,
01489,50,29.969999313354492,50,1.0,50,1.0,0,0.0,50,1.0,0,50,0,0,0,0,0,50,0,True,
01490,32,29.969999313354492,32,1.0,32,1.0,0,0.0,32,1.0,0,32,0,0,0,0,0,32,0,True,
01495,75,30.375410079956055,74,0.986667,30,0.4,1,0.013333,74,0.986667,45,74,0,0,0,0,45,74,1,True,
01505,81,25.0,81,1.0,19,0.234568,34,0.419753,81,1.0,62,47,2,3,3,4,59,43,0,True,
01506,42,29.970029830932617,42,1.0,12,0.285714,36,0.857143,42,1.0,30,6,1,1,1,1,29,5,0,True,
01507,43,29.970029830932617,43,1.0,24,0.55814,23,0.534884,43,1.0,19,20,0,1,0,2,19,18,0,True,
01515,79,30.3546199798584,78,0.987342,35,0.443038,36,0.455696,78,0.987342,44,43,1,4,1,4,43,39,1,True,
01552,134,50.0,134,1.0,47,0.350746,5,0.037313,134,1.0,87,129,2,0,2,0,85,129,0,True,
01553,45,23.97612953186035,45,1.0,31,0.688889,5,0.111111,45,1.0,14,40,0,0,0,0,14,40,0,True,
01554,98,30.003061294555664,97,0.989796,63,0.642857,0,0.0,97,0.989796,35,98,1,0,1,0,34,98,1,True,
01556,31,29.969999313354492,31,1.0,31,1.0,0,0.0,31,1.0,0,31,0,0,0,0,0,31,0,True,
01557,28,29.969999313354492,28,1.0,28,1.0,0,0.0,28,1.0,0,28,0,0,0,0,0,28,0,True,
01558,34,29.969999313354492,34,1.0,16,0.470588,1,0.029412,34,1.0,18,33,0,0,0,0,18,33,0,True,
01560,47,29.969999313354492,47,1.0,47,1.0,0,0.0,47,1.0,0,47,0,0,0,0,0,47,0,True,
01561,38,29.969999313354492,38,1.0,36,0.947368,4,0.105263,38,1.0,2,34,1,1,2,1,0,33,0,True,
01564,81,30.34500503540039,80,0.987654,23,0.283951,5,0.061728,80,0.987654,58,76,2,1,3,1,55,75,1,True,
01575,95,25.0,95,1.0,52,0.547368,53,0.557895,95,1.0,43,42,2,3,3,4,40,38,0,True,
01576,36,23.976024627685547,36,1.0,24,0.666667,24,0.666667,36,1.0,12,12,1,1,2,1,10,11,0,True,
01577,124,30.0,123,0.991935,74,0.596774,68,0.548387,123,0.991935,50,56,1,0,1,0,49,56,1,True,
01579,43,29.969999313354492,43,1.0,39,0.906977,43,1.0,43,1.0,4,0,1,0,1,0,3,0,0,True,
01582,69,30.411182403564453,68,0.985507,31,0.449275,32,0.463768,68,0.985507,38,37,2,2,3,3,35,34,1,True,
01583,95,25.0,95,1.0,52,0.547368,53,0.557895,95,1.0,43,42,2,3,3,4,40,38,0,True,
01584,36,23.976024627685547,36,1.0,24,0.666667,24,0.666667,36,1.0,12,12,1,1,2,1,10,11,0,True,
01585,82,30.0,81,0.987805,62,0.756098,46,0.560976,81,0.987805,20,36,1,1,1,1,19,35,1,True,
01586,43,29.969999313354492,43,1.0,39,0.906977,43,1.0,43,1.0,4,0,1,0,1,0,3,0,0,True,
01587,69,30.411182403564453,68,0.985507,31,0.449275,32,0.463768,68,0.985507,38,37,2,2,3,3,35,34,1,True,
01598,49,23.97612190246582,49,1.0,21,0.428571,41,0.836735,49,1.0,28,8,2,0,2,0,26,8,0,True,
01599,119,30.002521514892578,118,0.991597,81,0.680672,44,0.369748,118,0.991597,38,75,0,1,0,1,38,74,1,True,
01602,49,29.969999313354492,49,1.0,45,0.918367,32,0.653061,49,1.0,4,17,0,0,0,0,4,17,0,True,
01605,74,30.380964279174805,73,0.986486,34,0.459459,31,0.418919,73,0.986486,40,43,1,2,1,3,39,40,1,True,
01610,125,30.0,124,0.992,48,0.384,1,0.008,124,0.992,77,124,2,0,2,0,75,124,1,True,
01612,30,29.969999313354492,30,1.0,30,1.0,0,0.0,30,1.0,0,30,0,0,0,0,0,30,0,True,
01615,84,30.331449508666992,83,0.988095,41,0.488095,0,0.0,83,0.988095,43,84,1,0,1,0,42,84,1,True,
01621,75,25.0,75,1.0,32,0.426667,12,0.16,75,1.0,43,63,3,1,5,2,38,61,0,True,
01622,50,25.0,50,1.0,27,0.54,8,0.16,50,1.0,23,42,0,2,0,3,23,39,0,True,
01624,113,30.002655029296875,112,0.99115,67,0.59292,5,0.044248,112,0.99115,46,108,0,0,0,0,46,108,1,True,
01626,49,29.969999313354492,49,1.0,46,0.938776,14,0.285714,49,1.0,3,35,3,3,3,4,0,31,0,True,
01627,30,29.969999313354492,30,1.0,30,1.0,0,0.0,30,1.0,0,30,0,0,0,0,0,30,0,True,
01642,106,25.0,106,1.0,72,0.679245,66,0.622642,106,1.0,34,40,2,6,3,7,31,33,0,True,
01643,136,30.0,135,0.992647,73,0.536765,88,0.647059,112,0.823529,63,48,3,0,4,0,59,48,1,True,
01646,47,29.969999313354492,47,1.0,47,1.0,47,1.0,22,0.468085,0,0,0,0,0,0,0,0,0,True,
01652,91,30.30333709716797,90,0.989011,40,0.43956,41,0.450549,90,0.989011,51,50,3,4,3,4,48,46,1,True,
01653,76,30.370004653930664,75,0.986842,35,0.460526,30,0.394737,75,0.986842,41,46,2,1,3,1,38,45,1,True,
01724,101,29.969999313354492,101,1.0,52,0.514851,2,0.019802,101,1.0,49,99,1,0,1,0,48,99,0,True,
01726,48,29.970029830932617,48,1.0,39,0.8125,1,0.020833,48,1.0,9,47,2,0,2,0,7,47,0,True,
01727,117,29.9974365234375,116,0.991453,65,0.555556,0,0.0,116,0.991453,52,117,0,0,0,0,52,117,1,True,
01729,38,29.969999313354492,38,1.0,38,1.0,0,0.0,38,1.0,0,38,0,0,0,0,0,38,0,True,
01730,97,29.969999313354492,97,1.0,94,0.969072,50,0.515464,97,1.0,3,47,3,2,3,2,0,45,0,True,
01734,96,30.28579330444336,95,0.989583,43,0.447917,0,0.0,95,0.989583,53,96,1,0,1,0,52,96,1,True,
